day,cohort_id,aidc_id,rack_id,slot,critical_slot,planned_nodeh,source_only_executable_nodeh,executed_nodeh,source_unavailable_nodeh,rack_capacity_miss_nodeh,other_explicit_miss_nodeh,primary_reason
2025-04-04,N01_R01,AIDC04,AIDC04_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC04,AIDC04_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC04,AIDC04_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC05,AIDC05_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC05,AIDC05_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC05,AIDC05_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC05,AIDC05_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC06,AIDC06_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC06,AIDC06_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC06,AIDC06_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC06,AIDC06_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC07,AIDC07_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC07,AIDC07_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC07,AIDC07_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC07,AIDC07_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC08,AIDC08_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC08,AIDC08_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC08,AIDC08_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC08,AIDC08_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC09,AIDC09_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC09,AIDC09_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC09,AIDC09_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC09,AIDC09_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC10,AIDC10_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC10,AIDC10_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC10,AIDC10_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC10,AIDC10_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC11,AIDC11_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC11,AIDC11_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC11,AIDC11_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC11,AIDC11_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC12,AIDC12_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC12,AIDC12_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC12,AIDC12_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R01,AIDC12,AIDC12_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC01,AIDC01_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC01,AIDC01_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC01,AIDC01_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC01,AIDC01_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC02,AIDC02_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC02,AIDC02_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC02,AIDC02_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC02,AIDC02_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC03,AIDC03_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC03,AIDC03_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC03,AIDC03_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC03,AIDC03_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC04,AIDC04_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC04,AIDC04_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC04,AIDC04_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC04,AIDC04_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC05,AIDC05_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC05,AIDC05_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC05,AIDC05_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC05,AIDC05_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC06,AIDC06_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC06,AIDC06_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC06,AIDC06_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC06,AIDC06_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC07,AIDC07_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC07,AIDC07_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC07,AIDC07_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC07,AIDC07_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC08,AIDC08_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC08,AIDC08_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC08,AIDC08_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC08,AIDC08_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC09,AIDC09_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC09,AIDC09_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC09,AIDC09_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC09,AIDC09_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC10,AIDC10_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC10,AIDC10_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC10,AIDC10_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC10,AIDC10_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC11,AIDC11_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC11,AIDC11_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC11,AIDC11_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC11,AIDC11_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC12,AIDC12_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC12,AIDC12_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC12,AIDC12_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N01_R02,AIDC12,AIDC12_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC01,AIDC01_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC01,AIDC01_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC01,AIDC01_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC01,AIDC01_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC02,AIDC02_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC02,AIDC02_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC02,AIDC02_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC02,AIDC02_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC03,AIDC03_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC03,AIDC03_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC03,AIDC03_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC03,AIDC03_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC04,AIDC04_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC04,AIDC04_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC04,AIDC04_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC04,AIDC04_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC05,AIDC05_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC05,AIDC05_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC05,AIDC05_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC05,AIDC05_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC06,AIDC06_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC06,AIDC06_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC06,AIDC06_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC06,AIDC06_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC07,AIDC07_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC07,AIDC07_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC07,AIDC07_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC07,AIDC07_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC08,AIDC08_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC08,AIDC08_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC08,AIDC08_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC08,AIDC08_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC09,AIDC09_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC09,AIDC09_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC09,AIDC09_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC09,AIDC09_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC10,AIDC10_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC10,AIDC10_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC10,AIDC10_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC10,AIDC10_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC11,AIDC11_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC11,AIDC11_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC11,AIDC11_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC11,AIDC11_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC12,AIDC12_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC12,AIDC12_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC12,AIDC12_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R00,AIDC12,AIDC12_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC01,AIDC01_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC01,AIDC01_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC01,AIDC01_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC01,AIDC01_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC02,AIDC02_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC02,AIDC02_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC02,AIDC02_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC02,AIDC02_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC03,AIDC03_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC03,AIDC03_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC03,AIDC03_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC03,AIDC03_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC04,AIDC04_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC04,AIDC04_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC04,AIDC04_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC04,AIDC04_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC05,AIDC05_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC05,AIDC05_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC05,AIDC05_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC05,AIDC05_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC06,AIDC06_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC06,AIDC06_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC06,AIDC06_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC06,AIDC06_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC07,AIDC07_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC07,AIDC07_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC07,AIDC07_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC07,AIDC07_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC08,AIDC08_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC08,AIDC08_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC08,AIDC08_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC08,AIDC08_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC09,AIDC09_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC09,AIDC09_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC09,AIDC09_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC09,AIDC09_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC10,AIDC10_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC10,AIDC10_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC10,AIDC10_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC10,AIDC10_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC11,AIDC11_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC11,AIDC11_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC11,AIDC11_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC11,AIDC11_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC12,AIDC12_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC12,AIDC12_LP02,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC12,AIDC12_LP03,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R01,AIDC12,AIDC12_LP04,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
2025-04-04,N02_R02,AIDC01,AIDC01_LP01,75,False,0.0,0.0,0.0,0.0,0.0,0.0,EXECUTED_OR_NOT_PLANNED
